Grid_txt,Latitude,Longitude
1080,39.2873,-78.2211
1081,39.2868,-78.2024
1082,39.2864,-78.1838
1083,39.2859,-78.1652
1084,39.2854,-78.1465
1085,39.285,-78.1279
1086,39.2845,-78.1092
1087,39.2841,-78.0906
1088,39.2836,-78.072
1089,39.2831,-78.0533
1090,39.2752,-77.7552
1091,39.2747,-77.7366
1092,39.2741,-77.718
1093,39.2736,-77.6993
1094,39.2731,-77.6807
1095,39.2726,-77.6621
1096,39.272,-77.6435
1097,39.2715,-77.6248
1098,39.2709,-77.6062
1099,39.2704,-77.5876
1100,39.2698,-77.569
1101,39.2693,-77.5504
1102,39.3056,-78.3883
1103,39.3052,-78.3697
1104,39.3048,-78.351
1105,39.3044,-78.3324
1106,39.3039,-78.3137
1107,39.3035,-78.2951
1108,39.3031,-78.2764
1109,39.3026,-78.2578
1110,39.3022,-78.2391
1111,39.3017,-78.2205
1112,39.3013,-78.2019
1113,39.3008,-78.1832
1114,39.3004,-78.1646
1115,39.2999,-78.1459
1116,39.2995,-78.1273
1117,39.299,-78.1087
1118,39.2985,-78.09
1119,39.2981,-78.0714
1120,39.2897,-77.7546
1121,39.2891,-77.7359
1122,39.2886,-77.7173
1123,39.2881,-77.6987
1124,39.2876,-77.68
1125,39.287,-77.6614
1126,39.2865,-77.6428
1127,39.286,-77.6242
1128,39.2854,-77.6055
1129,39.2849,-77.5869
1130,39.2843,-77.5683
1131,39.2838,-77.5496
1132,39.3197,-78.3691
1133,39.3193,-78.3505
1134,39.3188,-78.3318
1135,39.3184,-78.3132
1136,39.318,-78.2945
1137,39.3175,-78.2759
1138,39.3171,-78.2572
1139,39.3167,-78.2386
1140,39.3162,-78.2199
1141,39.3158,-78.2013
1142,39.3153,-78.1826
1143,39.3149,-78.164
1144,39.3144,-78.1453
1145,39.314,-78.1267
1146,39.3135,-78.1081
1147,39.313,-78.0894
1148,39.3041,-77.7539
1149,39.3036,-77.7353
1150,39.3031,-77.7166
1151,39.3026,-77.698
1152,39.302,-77.6794
1153,39.3015,-77.6607
1154,39.301,-77.6421
1155,39.3004,-77.6235
1156,39.2999,-77.6048
1157,39.2993,-77.5862
1158,39.2988,-77.5676
1159,39.3338,-78.3499
1160,39.3333,-78.3313
1161,39.3329,-78.3126
1162,39.3325,-78.294
1163,39.332,-78.2753
1164,39.3316,-78.2567
1165,39.3312,-78.238
1166,39.3307,-78.2194
1167,39.3303,-78.2007
1168,39.3298,-78.1821
1169,39.3294,-78.1634
1170,39.3289,-78.1448
1171,39.3284,-78.1261
1172,39.3181,-77.7346
1173,39.3176,-77.716
1174,39.3171,-77.6973
1175,39.3165,-77.6787
1176,39.316,-77.66
1177,39.3154,-77.6414
1178,39.3133,-77.5669
1179,39.3482,-78.3494
1180,39.3478,-78.3307
1181,39.3474,-78.3121
1182,39.347,-78.2934
1183,39.3465,-78.2747
1184,39.3461,-78.2561
1185,39.3456,-78.2374
1186,39.3452,-78.2188
1187,39.3447,-78.2001
1188,39.3443,-78.1815
1189,39.3438,-78.1628
1190,39.3434,-78.1442
1191,39.331,-77.678
1192,39.3631,-78.3675
1193,39.3627,-78.3488
1194,39.3623,-78.3302
1195,39.3619,-78.3115
1196,39.3614,-78.2928
1197,39.361,-78.2742
1198,39.3606,-78.2555
1199,39.3601,-78.2369
1200,39.3597,-78.2182
1201,39.3592,-78.1995
1202,39.3588,-78.1809
1203,39.3583,-78.1622
1204,39.3772,-78.3483
1205,39.3768,-78.3296
1206,39.3764,-78.3109
1207,39.3759,-78.2923
1208,39.3755,-78.2736
1209,39.375,-78.255
1210,39.3746,-78.2363
1211,39.3742,-78.2176
1212,39.3737,-78.199
1213,39.3917,-78.3477
1214,39.3913,-78.3291
1215,39.3908,-78.3104
1216,39.3904,-78.2917
1217,39.39,-78.2731
1218,39.3895,-78.2544
1219,39.3891,-78.2357
1220,39.3886,-78.2171
1221,39.4066,-78.3659
1222,39.4062,-78.3472
1223,39.4058,-78.3285
1224,39.4053,-78.3098
1225,39.4049,-78.2912
1226,39.4045,-78.2725
1227,39.404,-78.2538
1228,39.4036,-78.2351
1229,39.4211,-78.3653
1230,39.4207,-78.3466
1231,39.4202,-78.3279
1232,39.4198,-78.3093
1233,39.4194,-78.2906
1234,39.4189,-78.2719
1235,39.4185,-78.2533
1236,39.4352,-78.3461
1237,39.4347,-78.3274
1238,39.4343,-78.3087
1239,39.4339,-78.29
1240,39.4496,-78.3455
1241,39.4492,-78.3268
1242,39.4488,-78.3082
1243,39.4641,-78.345
1244,39.4637,-78.3263
1245,39.2687,-77.5317
1246,39.2537,-77.5138
1247,39.2532,-77.4952
1248,39.2526,-77.4766
1249,39.2392,-77.5145
1250,39.2387,-77.4959
1251,39.2381,-77.4773
1252,39.2375,-77.4587
1253,39.2248,-77.5153
1254,39.2242,-77.4967
1255,39.2236,-77.478
1256,39.2231,-77.4594
1257,39.2103,-77.516
1258,39.2097,-77.4974
1259,39.2092,-77.4788
1260,39.2086,-77.4602
1261,39.1958,-77.5167
1262,39.1953,-77.4981
1263,39.1947,-77.4795
1264,39.1813,-77.5174
1265,39.1808,-77.4988
1266,39.1802,-77.4802
1267,39.1669,-77.5181
1268,39.1524,-77.5188
1269,39.1379,-77.5196
1270,39.1234,-77.5203
1271,39.1229,-77.5017
1272,39.109,-77.521
1273,39.1084,-77.5024
1274,39.1078,-77.4838
1275,39.0945,-77.5217
1276,39.0939,-77.5031
1277,39.0934,-77.4845
1278,39.0928,-77.466
1279,39.0811,-77.5595
1280,39.0806,-77.541
1281,39.08,-77.5224
1282,39.0795,-77.5038
1283,39.0789,-77.4853
1284,39.0783,-77.4667
1285,39.0778,-77.4481
1286,39.0772,-77.4296
1287,39.0677,-77.5974
1288,39.0672,-77.5788
1289,39.0666,-77.5602
1290,39.0661,-77.5417
1291,39.0655,-77.5231
1292,39.065,-77.5045
1293,39.0644,-77.486
1294,39.0639,-77.4674
1295,39.0633,-77.4488
1296,39.0627,-77.4303
1297,39.0622,-77.4117
1298,39.0616,-77.3932
1299,39.061,-77.3746
1300,39.0604,-77.356
1301,39.0598,-77.3375
1302,39.0593,-77.3189
1303,39.0587,-77.3003
1304,39.0532,-77.5981
1305,39.0527,-77.5795
1306,39.0522,-77.561
1307,39.0516,-77.5424
1308,39.0511,-77.5238
1309,39.0505,-77.5053
1310,39.0499,-77.4867
1311,39.0494,-77.4681
1312,39.0488,-77.4496
1313,39.0483,-77.431
1314,39.0477,-77.4124
1315,39.0471,-77.3939
1316,39.0465,-77.3753
1317,39.046,-77.3568
1318,39.0454,-77.3382
1319,39.0448,-77.3196
1320,39.0442,-77.3011
1321,39.0436,-77.2825
1322,39.0388,-77.5988
1323,39.0382,-77.5802
1324,39.0377,-77.5617
1325,39.0371,-77.5431
1326,39.0366,-77.5245
1327,39.036,-77.506
1328,39.0355,-77.4874
1329,39.0349,-77.4689
1330,39.0343,-77.4503
1331,39.0338,-77.4317
1332,39.0332,-77.4132
1333,39.0326,-77.3946
1334,39.0321,-77.3761
1335,39.0315,-77.3575
1336,39.0309,-77.339
1337,39.0303,-77.3204
1338,39.0297,-77.3018
1339,39.0291,-77.2833
1340,39.0285,-77.2647
1341,39.0279,-77.2462
1342,39.0243,-77.5995
1343,39.0238,-77.5809
1344,39.0232,-77.5624
1345,39.0227,-77.5438
1346,39.0221,-77.5252
1347,39.0216,-77.5067
1348,39.021,-77.4881
1349,39.0204,-77.4696
1350,39.0199,-77.451
1351,39.0193,-77.4325
1352,39.0187,-77.4139
1353,39.0182,-77.3954
1354,39.0176,-77.3768
1355,39.017,-77.3583
1356,39.0164,-77.3397
1357,39.0158,-77.3212
1358,39.0153,-77.3026
1359,39.0147,-77.284
1360,39.0141,-77.2655
1361,39.0135,-77.2469
1362,39.0098,-77.6002
1363,39.0093,-77.5816
1364,39.0087,-77.5631
1365,39.0082,-77.5445
1366,39.0076,-77.526
1367,39.0071,-77.5074
1368,39.0065,-77.4889
1369,39.006,-77.4703
1370,39.0054,-77.4517
1371,39.0048,-77.4332
1372,39.0043,-77.4146
1373,39.0037,-77.3961
1374,39.0031,-77.3775
1375,39.0025,-77.359
1376,39.002,-77.3404
1377,39.0014,-77.3219
1378,39.0008,-77.3034
1379,39.0002,-77.2848
1380,38.9996,-77.2663
1381,38.999,-77.2477
1382,38.9953,-77.6009
1383,38.9948,-77.5823
1384,38.9943,-77.5638
1385,38.9937,-77.5452
1386,38.9932,-77.5267
1387,38.9926,-77.5081
1388,38.992,-77.4896
1389,38.9915,-77.471
1390,38.9909,-77.4525
1391,38.9904,-77.4339
1392,38.9898,-77.4154
1393,38.9892,-77.3968
1394,38.9886,-77.3783
1395,38.9881,-77.3597
1396,38.9875,-77.3412
1397,38.9869,-77.3227
1398,38.9863,-77.3041
1399,38.9857,-77.2856
1400,38.9851,-77.267
1401,38.9845,-77.2485
1402,38.9839,-77.2299
1403,38.9809,-77.6016
1404,38.9803,-77.583
1405,38.9798,-77.5645
1406,38.9792,-77.5459
1407,38.9787,-77.5274
1408,38.9781,-77.5088
1409,38.9776,-77.4903
1410,38.977,-77.4717
1411,38.9764,-77.4532
1412,38.9759,-77.4346
1413,38.9753,-77.4161
1414,38.9747,-77.3976
1415,38.9742,-77.379
1416,38.9736,-77.3605
1417,38.973,-77.3419
1418,38.9724,-77.3234
1419,38.9718,-77.3049
1420,38.9712,-77.2863
1421,38.9707,-77.2678
1422,38.9701,-77.2492
1423,38.9695,-77.2307
1424,38.9689,-77.2122
1425,38.9683,-77.1936
1426,38.9677,-77.1751
1427,38.967,-77.1566
1428,38.9664,-77.138
1429,38.9664,-77.6022
1430,38.9658,-77.5837
1431,38.9653,-77.5652
1432,38.9648,-77.5466
1433,38.9642,-77.5281
1434,38.9636,-77.5095
1435,38.9631,-77.491
1436,38.9625,-77.4725
1437,38.962,-77.4539
1438,38.9614,-77.4354
1439,38.9608,-77.4168
1440,38.9603,-77.3983
1441,38.9597,-77.3798
1442,38.9591,-77.3612
1443,38.9585,-77.3427
1444,38.958,-77.3242
1445,38.9574,-77.3056
1446,38.9568,-77.2871
1447,38.9562,-77.2685
1448,38.9556,-77.25
1449,38.955,-77.2315
1450,38.9544,-77.2129
1451,38.9538,-77.1944
1452,38.9532,-77.1759
1453,38.9526,-77.1573
1454,38.952,-77.1388
1455,38.9513,-77.1203
1456,39.1406,-78.1524
1457,39.1261,-78.153
1458,39.1257,-78.1344
1459,39.1121,-78.1721
1460,39.1116,-78.1535
1461,39.1112,-78.135
1462,39.0981,-78.1913
1463,39.0976,-78.1727
1464,39.0972,-78.1541
1465,39.0967,-78.1355
1466,39.0836,-78.1919
1467,39.0831,-78.1733
1468,39.0827,-78.1547
1469,39.0822,-78.1361
1470,39.0818,-78.1175
1471,39.0695,-78.211
1472,39.0691,-78.1925
1473,39.0686,-78.1739
1474,39.0682,-78.1553
1475,39.0677,-78.1367
1476,39.0673,-78.1181
1477,39.0668,-78.0996
1478,39.0663,-78.081
1479,39.055,-78.2116
1480,39.0546,-78.193
1481,39.0542,-78.1745
1482,39.0537,-78.1559
1483,39.0532,-78.1373
1484,39.0528,-78.1187
1485,39.0523,-78.1002
1486,39.0519,-78.0816
1487,39.0514,-78.063
1488,39.041,-78.2308
1489,39.0406,-78.2122
1491,39.0401,-78.1936
1492,39.0397,-78.175
1493,39.0392,-78.1565
1494,39.0388,-78.1379
1495,39.0383,-78.1193
1496,39.0378,-78.1007
1497,39.0374,-78.0822
1498,39.0369,-78.0636
1499,39.0364,-78.045
1500,39.036,-78.0265
1501,39.027,-78.2499
1502,39.0265,-78.2313
1503,39.0261,-78.2127
1504,39.0256,-78.1942
1505,39.0252,-78.1756
1506,39.0247,-78.157
1507,39.0243,-78.1385
1508,39.0238,-78.1199
1509,39.0234,-78.1013
1510,39.0229,-78.0828
1511,39.0224,-78.0642
1512,39.022,-78.0456
1513,39.0215,-78.0271
1514,39.021,-78.0085
1515,39.0205,-77.9899
1516,39.0129,-78.269
1517,39.0125,-78.2505
1518,39.012,-78.2319
1519,39.0116,-78.2133
1520,39.0112,-78.1948
1521,39.0107,-78.1762
1522,39.0103,-78.1576
1523,39.0098,-78.1391
1524,39.0093,-78.1205
1525,39.0089,-78.1019
1526,39.0084,-78.0834
1527,39.0079,-78.0648
1528,39.0075,-78.0462
1529,39.007,-78.0277
1530,39.0065,-78.0091
1531,39.0061,-77.9906
1532,39.0056,-77.972
1533,39.0006,-78.3624
1534,39.0001,-78.3438
1535,38.9989,-78.2881
1536,38.9984,-78.2696
1537,38.998,-78.251
1538,38.9976,-78.2325
1539,38.9971,-78.2139
1540,38.9967,-78.1953
1541,38.9962,-78.1768
1542,38.9958,-78.1582
1543,38.9953,-78.1396
1544,38.9949,-78.1211
1545,38.9944,-78.1025
1546,38.9939,-78.084
1547,38.9935,-78.0654
1548,38.993,-78.0468
1549,38.9925,-78.0283
1550,38.9921,-78.0097
1551,38.9916,-77.9912
1552,38.9911,-77.9726
1553,38.9906,-77.954
1554,38.9901,-77.9355
1555,38.9896,-77.9169
1556,38.9865,-78.3815
1557,38.9861,-78.3629
1558,38.9857,-78.3444
1559,38.9852,-78.3258
1560,38.9848,-78.3073
1561,38.9844,-78.2887
1562,38.9839,-78.2701
1563,38.9835,-78.2516
1564,38.9831,-78.233
1565,38.9826,-78.2145
1566,38.9822,-78.1959
1567,38.9817,-78.1773
1568,38.9813,-78.1588
1569,38.9808,-78.1402
1570,38.9804,-78.1217
1571,38.9799,-78.1031
1572,38.9794,-78.0846
1573,38.979,-78.066
1574,38.9785,-78.0474
1575,38.978,-78.0289
1576,38.9776,-78.0103
1577,38.9771,-77.9918
1578,38.9766,-77.9732
1579,38.9761,-77.9547
1580,38.9756,-77.9361
1581,38.9752,-77.9176
1582,38.9747,-77.899
1583,38.9742,-77.8805
1584,38.9737,-77.8619
1585,38.9732,-77.8434
1586,38.9724,-78.4006
1587,38.972,-78.382
1588,38.9716,-78.3635
1589,38.9712,-78.3449
1590,38.9707,-78.3264
1591,38.9703,-78.3078
1592,38.9699,-78.2892
1593,38.9695,-78.2707
1594,38.969,-78.2521
1595,38.9686,-78.2336
1596,38.9681,-78.215
1597,38.9677,-78.1965
1598,38.9672,-78.1779
1599,38.9668,-78.1594
1600,38.9663,-78.1408
1601,38.9659,-78.1223
1602,38.9654,-78.1037
1603,38.965,-78.0851
1604,38.9645,-78.0666
1605,38.964,-78.048
1606,38.9636,-78.0295
1607,38.9631,-78.0109
1608,38.9626,-77.9924
1609,38.9621,-77.9738
1610,38.9616,-77.9553
1611,38.9612,-77.9367
1612,38.9607,-77.9182
1613,38.9602,-77.8997
1614,38.9597,-77.8811
1615,38.9592,-77.8626
1616,38.9587,-77.844
1617,38.9582,-77.8255
1618,38.9577,-77.8069
1619,38.9572,-77.7884
1620,38.9567,-77.7698
1621,38.9561,-77.7513
1622,38.9556,-77.7327
1623,38.9551,-77.7142
1624,38.9546,-77.6956
1625,38.954,-77.6771
1626,38.9535,-77.6586
1627,38.953,-77.64
1628,38.9524,-77.6215
1629,38.9519,-77.6029
1630,38.9514,-77.5844
1631,38.9508,-77.5659
1632,38.9503,-77.5473
1633,38.9497,-77.5288
1634,38.9492,-77.5102
1635,38.9486,-77.4917
1636,38.9481,-77.4732
1637,38.9475,-77.4546
1638,38.9469,-77.4361
1639,38.9464,-77.4176
1640,38.9458,-77.399
1641,38.9452,-77.3805
1642,38.9446,-77.362
1643,38.9441,-77.3434
1644,38.9435,-77.3249
1645,38.9429,-77.3064
1646,38.9423,-77.2878
1647,38.9417,-77.2693
1648,38.9411,-77.2508
1649,38.9405,-77.2322
1650,38.9399,-77.2137
1651,38.9393,-77.1952
1652,38.9387,-77.1767
1653,38.9381,-77.1581
1654,38.9375,-77.1396
1655,38.9369,-77.1211
1656,38.9583,-78.4197
1657,38.9579,-78.4011
1658,38.9575,-78.3826
1659,38.9571,-78.364
1660,38.9567,-78.3455
1661,38.9563,-78.3269
1662,38.9558,-78.3083
1663,38.9554,-78.2898
1664,38.955,-78.2712
1665,38.9545,-78.2527
1666,38.9541,-78.2341
1667,38.9537,-78.2156
1668,38.9532,-78.197
1669,38.9528,-78.1785
1670,38.9523,-78.1599
1671,38.9519,-78.1414
1672,38.9514,-78.1228
1673,38.9509,-78.1043
1674,38.9505,-78.0857
1675,38.95,-78.0672
1676,38.9495,-78.0486
1677,38.9491,-78.0301
1678,38.9486,-78.0116
1679,38.9481,-77.993
1680,38.9476,-77.9745
1681,38.9472,-77.9559
1682,38.9467,-77.9374
1683,38.9462,-77.9188
1684,38.9457,-77.9003
1685,38.9452,-77.8817
1686,38.9447,-77.8632
1687,38.9442,-77.8447
1688,38.9437,-77.8261
1689,38.9432,-77.8076
1690,38.9427,-77.789
1691,38.9422,-77.7705
1692,38.9417,-77.7519
1693,38.9411,-77.7334
1694,38.9406,-77.7149
1695,38.9401,-77.6963
1696,38.9396,-77.6778
1697,38.939,-77.6592
1698,38.9385,-77.6407
1699,38.938,-77.6222
1700,38.9374,-77.6036
1701,38.9369,-77.5851
1702,38.9363,-77.5666
1703,38.9358,-77.548
1704,38.9353,-77.5295
1705,38.9347,-77.511
1706,38.9341,-77.4924
1707,38.9336,-77.4739
1708,38.933,-77.4554
1709,38.9325,-77.4368
1710,38.9319,-77.4183
1711,38.9313,-77.3998
1712,38.9307,-77.3812
1713,38.9302,-77.3627
1714,38.9296,-77.3442
1715,38.929,-77.3256
1716,38.9284,-77.3071
1717,38.9278,-77.2886
1718,38.9272,-77.2701
1719,38.9266,-77.2515
1720,38.926,-77.233
1721,38.9254,-77.2145
1722,38.9248,-77.196
1723,38.9242,-77.1774
1724,38.9236,-77.1589
1725,38.923,-77.1404
1726,38.9224,-77.1219
1727,38.9218,-77.1033
1728,38.9443,-78.4388
1729,38.9439,-78.4202
1730,38.9434,-78.4016
1731,38.943,-78.3831
1732,38.9426,-78.3645
1733,38.9422,-78.346
1734,38.9418,-78.3275
1735,38.9413,-78.3089
1736,38.9409,-78.2904
1737,38.9405,-78.2718
1738,38.94,-78.2533
1739,38.9396,-78.2347
1740,38.9392,-78.2162
1741,38.9387,-78.1976
1742,38.9383,-78.1791
1743,38.9378,-78.1605
1744,38.9374,-78.142
1745,38.9369,-78.1234
1746,38.9365,-78.1049
1747,38.936,-78.0863
1748,38.9355,-78.0678
1749,38.9351,-78.0492
1750,38.9346,-78.0307
1751,38.9341,-78.0122
1752,38.9336,-77.9936
1753,38.9332,-77.9751
1754,38.9327,-77.9565
1755,38.9322,-77.938
1756,38.9317,-77.9194
1757,38.9312,-77.9009
1758,38.9307,-77.8824
1759,38.9302,-77.8638
1760,38.9297,-77.8453
1761,38.9292,-77.8268
1762,38.9287,-77.8082
1763,38.9282,-77.7897
1764,38.9277,-77.7711
1765,38.9272,-77.7526
1766,38.9267,-77.7341
1767,38.9261,-77.7155
1768,38.9256,-77.697
1769,38.9251,-77.6785
1770,38.9246,-77.6599
1771,38.924,-77.6414
1772,38.9235,-77.6229
1773,38.923,-77.6043
1774,38.9224,-77.5858
1775,38.9219,-77.5673
1776,38.9213,-77.5487
1777,38.9208,-77.5302
1778,38.9202,-77.5117
1779,38.9197,-77.4931
1780,38.9191,-77.4746
1781,38.9185,-77.4561
1782,38.918,-77.4376
1783,38.9174,-77.419
1784,38.9168,-77.4005
1785,38.9163,-77.382
1786,38.9157,-77.3634
1787,38.9151,-77.3449
1788,38.9145,-77.3264
1789,38.9139,-77.3079
1790,38.9134,-77.2893
1791,38.9128,-77.2708
1792,38.9122,-77.2523
1793,38.9116,-77.2338
1794,38.911,-77.2153
1795,38.9104,-77.1967
1796,38.9098,-77.1782
1797,38.9092,-77.1597
1798,38.9086,-77.1412
1799,38.9079,-77.1227
1800,38.9073,-77.1041
1801,38.9067,-77.0856
1802,38.9061,-77.0671
1803,38.9302,-78.4578
1804,38.9298,-78.4393
1805,38.9294,-78.4207
1806,38.929,-78.4022
1807,38.9285,-78.3836
1808,38.9281,-78.3651
1809,38.9277,-78.3465
1810,38.9273,-78.328
1811,38.9269,-78.3094
1812,38.9264,-78.2909
1813,38.926,-78.2724
1814,38.9256,-78.2538
1815,38.9251,-78.2353
1816,38.9247,-78.2167
1817,38.9242,-78.1982
1818,38.9238,-78.1796
1819,38.9233,-78.1611
1820,38.9229,-78.1426
1821,38.9224,-78.124
1822,38.922,-78.1055
1823,38.9215,-78.0869
1824,38.921,-78.0684
1825,38.9206,-78.0498
1826,38.9201,-78.0313
1827,38.9196,-78.0128
1828,38.9192,-77.9942
1829,38.9187,-77.9757
1830,38.9182,-77.9572
1831,38.9177,-77.9386
1832,38.9172,-77.9201
1833,38.9167,-77.9015
1834,38.9162,-77.883
1835,38.9157,-77.8645
1836,38.9152,-77.8459
1837,38.9147,-77.8274
1838,38.9142,-77.8089
1839,38.9137,-77.7903
1840,38.9132,-77.7718
1841,38.9127,-77.7533
1842,38.9122,-77.7347
1843,38.9117,-77.7162
1844,38.9111,-77.6977
1845,38.9106,-77.6791
1846,38.9101,-77.6606
1847,38.9096,-77.6421
1848,38.909,-77.6235
1849,38.9085,-77.605
1850,38.9079,-77.5865
1851,38.9074,-77.568
1852,38.9068,-77.5494
1853,38.9063,-77.5309
1854,38.9057,-77.5124
1855,38.9052,-77.4939
1856,38.9046,-77.4753
1857,38.9041,-77.4568
1858,38.9035,-77.4383
1859,38.9029,-77.4198
1860,38.9024,-77.4012
1861,38.9018,-77.3827
1862,38.9012,-77.3642
1863,38.9006,-77.3457
1864,38.9001,-77.3271
1865,38.8995,-77.3086
1866,38.8989,-77.2901
1867,38.8983,-77.2716
1868,38.8977,-77.2531
1869,38.8971,-77.2345
1870,38.8965,-77.216
1871,38.8959,-77.1975
1872,38.8953,-77.179
1873,38.8947,-77.1605
1874,38.8941,-77.142
1875,38.8935,-77.1234
1876,38.8928,-77.1049
1877,38.8922,-77.0864
1878,38.8916,-77.0679
1879,38.9161,-78.4769
1880,38.9157,-78.4583
1881,38.9153,-78.4398
1882,38.9149,-78.4213
1883,38.9145,-78.4027
1884,38.9141,-78.3842
1885,38.9136,-78.3656
1886,38.9132,-78.3471
1887,38.9128,-78.3285
1888,38.9124,-78.31
1889,38.9119,-78.2915
1890,38.9115,-78.2729
1891,38.9111,-78.2544
1892,38.9106,-78.2358
1893,38.9102,-78.2173
1894,38.9098,-78.1988
1895,38.9093,-78.1802
1896,38.9089,-78.1617
1897,38.9084,-78.1431
1898,38.9079,-78.1246
1899,38.9075,-78.1061
1900,38.907,-78.0875
1901,38.9066,-78.069
1902,38.9061,-78.0504
1903,38.9056,-78.0319
1904,38.9052,-78.0134
1905,38.9047,-77.9948
1906,38.9042,-77.9763
1907,38.9037,-77.9578
1908,38.9032,-77.9392
1909,38.9027,-77.9207
1910,38.9023,-77.9022
1911,38.9018,-77.8836
1912,38.9013,-77.8651
1913,38.9008,-77.8466
1914,38.9003,-77.828
1915,38.8998,-77.8095
1916,38.8993,-77.791
1917,38.8987,-77.7725
1918,38.8982,-77.7539
1919,38.8977,-77.7354
1920,38.8972,-77.7169
1921,38.8967,-77.6983
1922,38.8961,-77.6798
1923,38.8956,-77.6613
1924,38.8951,-77.6428
1925,38.8945,-77.6242
1926,38.894,-77.6057
1927,38.8935,-77.5872
1928,38.8929,-77.5687
1929,38.8924,-77.5501
1930,38.8918,-77.5316
1931,38.8913,-77.5131
1932,38.8907,-77.4946
1933,38.8902,-77.476
1934,38.8896,-77.4575
1935,38.889,-77.439
1936,38.8885,-77.4205
1937,38.8879,-77.402
1938,38.8873,-77.3834
1939,38.8867,-77.3649
1940,38.8862,-77.3464
1941,38.8856,-77.3279
1942,38.885,-77.3094
1943,38.8844,-77.2909
1944,38.8838,-77.2723
1945,38.8832,-77.2538
1946,38.8826,-77.2353
1947,38.882,-77.2168
1948,38.8814,-77.1983
1949,38.8808,-77.1798
1950,38.8802,-77.1613
1951,38.8796,-77.1427
1952,38.879,-77.1242
1953,38.8784,-77.1057
1954,38.8778,-77.0872
1955,38.8771,-77.0687
1956,38.8765,-77.0502
1957,38.8759,-77.0317
1958,38.9016,-78.4774
1959,38.9012,-78.4589
1960,38.9008,-78.4403
1961,38.9004,-78.4218
1962,38.9,-78.4032
1963,38.8996,-78.3847
1964,38.8992,-78.3662
1965,38.8987,-78.3476
1966,38.8983,-78.3291
1967,38.8979,-78.3105
1968,38.8975,-78.292
1969,38.897,-78.2735
1970,38.8966,-78.2549
1971,38.8962,-78.2364
1972,38.8957,-78.2179
1973,38.8953,-78.1993
1974,38.8948,-78.1808
1975,38.8944,-78.1622
1976,38.8939,-78.1437
1977,38.8935,-78.1252
1978,38.893,-78.1066
1979,38.8925,-78.0881
1980,38.8921,-78.0696
1981,38.8916,-78.051
1982,38.8911,-78.0325
1983,38.8907,-78.014
1984,38.8902,-77.9955
1985,38.8897,-77.9769
1986,38.8892,-77.9584
1987,38.8888,-77.9399
1988,38.8883,-77.9213
1989,38.8878,-77.9028
1990,38.8873,-77.8843
1991,38.8868,-77.8657
1992,38.8863,-77.8472
1993,38.8858,-77.8287
1994,38.8853,-77.8102
1995,38.8848,-77.7916
1996,38.8843,-77.7731
1997,38.8837,-77.7546
1998,38.8832,-77.7361
1999,38.8827,-77.7175
2000,38.8822,-77.699
2001,38.8817,-77.6805
2002,38.8811,-77.662
2003,38.8806,-77.6434
2004,38.8801,-77.6249
2005,38.8795,-77.6064
2006,38.879,-77.5879
2007,38.8784,-77.5694
2008,38.8779,-77.5508
2009,38.8773,-77.5323
2010,38.8768,-77.5138
2011,38.8762,-77.4953
2012,38.8757,-77.4768
2013,38.8751,-77.4582
2014,38.8746,-77.4397
2015,38.874,-77.4212
2016,38.8734,-77.4027
2017,38.8728,-77.3842
2018,38.8723,-77.3657
2019,38.8717,-77.3471
2020,38.8711,-77.3286
2021,38.8705,-77.3101
2022,38.8699,-77.2916
2023,38.8694,-77.2731
2024,38.8688,-77.2546
2025,38.8682,-77.2361
2026,38.8676,-77.2176
2027,38.867,-77.1991
2028,38.8664,-77.1805
2029,38.8657,-77.162
2030,38.8651,-77.1435
2031,38.8645,-77.125
2032,38.8639,-77.1065
2033,38.8633,-77.088
2034,38.8627,-77.0695
2035,38.862,-77.051
2036,38.8614,-77.0325
2037,38.8875,-78.4965
2038,38.8871,-78.4779
2039,38.8867,-78.4594
2040,38.8863,-78.4408
2041,38.8859,-78.4223
2042,38.8855,-78.4038
2043,38.8851,-78.3852
2044,38.8847,-78.3667
2045,38.8842,-78.3482
2046,38.8838,-78.3296
2047,38.8834,-78.3111
2048,38.883,-78.2926
2049,38.8825,-78.274
2050,38.8821,-78.2555
2051,38.8817,-78.237
2052,38.8812,-78.2184
2053,38.8808,-78.1999
2054,38.8803,-78.1814
2055,38.8799,-78.1628
2056,38.8794,-78.1443
2057,38.879,-78.1258
2058,38.8785,-78.1072
2059,38.8781,-78.0887
2060,38.8776,-78.0702
2061,38.8771,-78.0516
2062,38.8767,-78.0331
2063,38.8762,-78.0146
2064,38.8757,-77.9961
2065,38.8752,-77.9775
2066,38.8748,-77.959
2067,38.8743,-77.9405
2068,38.8738,-77.922
2069,38.8733,-77.9034
2070,38.8728,-77.8849
2071,38.8723,-77.8664
2072,38.8718,-77.8479
2073,38.8713,-77.8293
2074,38.8708,-77.8108
2075,38.8703,-77.7923
2076,38.8698,-77.7738
2077,38.8693,-77.7552
2078,38.8687,-77.7367
2079,38.8682,-77.7182
2080,38.8677,-77.6997
2081,38.8672,-77.6812
2082,38.8667,-77.6626
2083,38.8661,-77.6441
2084,38.8656,-77.6256
2085,38.8651,-77.6071
2086,38.8645,-77.5886
2087,38.864,-77.5701
2088,38.8634,-77.5515
2089,38.8629,-77.533
2090,38.8623,-77.5145
2091,38.8618,-77.496
2092,38.8612,-77.4775
2093,38.8606,-77.459
